"Step","layer0_mlp_gpt2_jumprelu - losses/l0_loss","layer0_mlp_gpt2_jumprelu - losses/l0_loss__MIN","layer0_mlp_gpt2_jumprelu - losses/l0_loss__MAX","layer0_mlp_gpt2_singular_fisher - losses/l0_loss","layer0_mlp_gpt2_singular_fisher - losses/l0_loss__MIN","layer0_mlp_gpt2_singular_fisher - losses/l0_loss__MAX","layer10_mlp_gpt2_jumprelu - losses/l0_loss","layer10_mlp_gpt2_jumprelu - losses/l0_loss__MIN","layer10_mlp_gpt2_jumprelu - losses/l0_loss__MAX","layer10_mlp_gpt2_singular_fisher - losses/l0_loss","layer10_mlp_gpt2_singular_fisher - losses/l0_loss__MIN","layer10_mlp_gpt2_singular_fisher - losses/l0_loss__MAX","layer5_mlp_gpt2_jumprelu - losses/l0_loss","layer5_mlp_gpt2_jumprelu - losses/l0_loss__MIN","layer5_mlp_gpt2_jumprelu - losses/l0_loss__MAX","layer5_mlp_gpt2_singular_fisher - losses/l0_loss","layer5_mlp_gpt2_singular_fisher - losses/l0_loss__MIN","layer5_mlp_gpt2_singular_fisher - losses/l0_loss__MAX"
"18539","60808.19921875","60808.19921875","60808.19921875","32843.55078125","32843.55078125","32843.55078125","60873.25","60873.25","60873.25","37038.25","37038.25","37038.25","61007.5","61007.5","61007.5","35036","35036","35036"
"18569","61021.19921875","61021.19921875","61021.19921875","32798.94921875","32798.94921875","32798.94921875","60820.8984375","60820.8984375","60820.8984375","37359.55078125","37359.55078125","37359.55078125","61190.19921875","61190.19921875","61190.19921875","35370.1484375","35370.1484375","35370.1484375"
"18599","60885.09765625","60885.09765625","60885.09765625","32942.05078125","32942.05078125","32942.05078125","60994.6484375","60994.6484375","60994.6484375","37605.34765625","37605.34765625","37605.34765625","60986.09765625","60986.09765625","60986.09765625","35418.34765625","35418.34765625","35418.34765625"
"18629","60971.19921875","60971.19921875","60971.19921875","32211.5","32211.5","32211.5","61031.25","61031.25","61031.25","37307.6484375","37307.6484375","37307.6484375","61175.8984375","61175.8984375","61175.8984375","35307.94921875","35307.94921875","35307.94921875"
"18659","60908.19921875","60908.19921875","60908.19921875","32482.3984375","32482.3984375","32482.3984375","60974.44921875","60974.44921875","60974.44921875","37360.69921875","37360.69921875","37360.69921875","61125.69921875","61125.69921875","61125.69921875","35196.30078125","35196.30078125","35196.30078125"
"18689","60993.59765625","60993.59765625","60993.59765625","32807.55078125","32807.55078125","32807.55078125","61007.69921875","61007.69921875","61007.69921875","37400.3984375","37400.3984375","37400.3984375","61153.94921875","61153.94921875","61153.94921875","35473.6484375","35473.6484375","35473.6484375"
"18719","60749.75","60749.75","60749.75","31730.69921875","31730.69921875","31730.69921875","61044.75","61044.75","61044.75","37307.30078125","37307.30078125","37307.30078125","61096.8984375","61096.8984375","61096.8984375","35179.69921875","35179.69921875","35179.69921875"
"18749","60885.1484375","60885.1484375","60885.1484375","32663.548828125","32663.548828125","32663.548828125","60790.94921875","60790.94921875","60790.94921875","37310.69921875","37310.69921875","37310.69921875","61018.296875","61018.296875","61018.296875","35134.09765625","35134.09765625","35134.09765625"
"18779","60989.546875","60989.546875","60989.546875","32242.44921875","32242.44921875","32242.44921875","60924.59765625","60924.59765625","60924.59765625","37505.59765625","37505.59765625","37505.59765625","61078.25","61078.25","61078.25","35381.34765625","35381.34765625","35381.34765625"
"18809","60920.94921875","60920.94921875","60920.94921875","32386.5","32386.5","32386.5","61103.69921875","61103.69921875","61103.69921875","37382.84765625","37382.84765625","37382.84765625","61192.8984375","61192.8984375","61192.8984375","35443.75","35443.75","35443.75"
"18839","60878.94921875","60878.94921875","60878.94921875","32096.25","32096.25","32096.25","60913.046875","60913.046875","60913.046875","37195.05078125","37195.05078125","37195.05078125","61080.44921875","61080.44921875","61080.44921875","35301.3984375","35301.3984375","35301.3984375"
"18869","60939.3984375","60939.3984375","60939.3984375","32288.5","32288.5","32288.5","60994.3984375","60994.3984375","60994.3984375","37136.80078125","37136.80078125","37136.80078125","61013","61013","61013","35225","35225","35225"
"18899","60927.19921875","60927.19921875","60927.19921875","32570.1484375","32570.1484375","32570.1484375","61032.6484375","61032.6484375","61032.6484375","37387.80078125","37387.80078125","37387.80078125","61116.94921875","61116.94921875","61116.94921875","35282.44921875","35282.44921875","35282.44921875"
"18929","60897.5","60897.5","60897.5","32061.298828125","32061.298828125","32061.298828125","60988.19921875","60988.19921875","60988.19921875","37538.09765625","37538.09765625","37538.09765625","61168.6484375","61168.6484375","61168.6484375","35484.6484375","35484.6484375","35484.6484375"
"18959","60807.046875","60807.046875","60807.046875","32715.5","32715.5","32715.5","60979.19921875","60979.19921875","60979.19921875","37596","37596","37596","61113.19921875","61113.19921875","61113.19921875","35499.3984375","35499.3984375","35499.3984375"
"18989","60774.19921875","60774.19921875","60774.19921875","31701.798828125","31701.798828125","31701.798828125","60900.3984375","60900.3984375","60900.3984375","37280.8984375","37280.8984375","37280.8984375","61032.6484375","61032.6484375","61032.6484375","34965.19921875","34965.19921875","34965.19921875"
"19019","60671.84765625","60671.84765625","60671.84765625","31882.44921875","31882.44921875","31882.44921875","60965.75","60965.75","60965.75","37278.34765625","37278.34765625","37278.34765625","60907.19921875","60907.19921875","60907.19921875","35042.84765625","35042.84765625","35042.84765625"
"19049","60995.44921875","60995.44921875","60995.44921875","32832.19921875","32832.19921875","32832.19921875","60928.69921875","60928.69921875","60928.69921875","37337.3984375","37337.3984375","37337.3984375","61059.75","61059.75","61059.75","35565.30078125","35565.30078125","35565.30078125"
"19079","60953.6484375","60953.6484375","60953.6484375","32835.94921875","32835.94921875","32835.94921875","61011.8984375","61011.8984375","61011.8984375","37493.94921875","37493.94921875","37493.94921875","61082.25","61082.25","61082.25","35513.80078125","35513.80078125","35513.80078125"
"19109","60863.75","60863.75","60863.75","32309.798828125","32309.798828125","32309.798828125","60963.09765625","60963.09765625","60963.09765625","37358.6484375","37358.6484375","37358.6484375","61013.796875","61013.796875","61013.796875","35511.09765625","35511.09765625","35511.09765625"
"19139","60648.44921875","60648.44921875","60648.44921875","32089.6484375","32089.6484375","32089.6484375","60835.1484375","60835.1484375","60835.1484375","37218.30078125","37218.30078125","37218.30078125","60999.09765625","60999.09765625","60999.09765625","35208.80078125","35208.80078125","35208.80078125"
"19169","60953.94921875","60953.94921875","60953.94921875","32373.3984375","32373.3984375","32373.3984375","60974.09765625","60974.09765625","60974.09765625","37205.09765625","37205.09765625","37205.09765625","61086.25","61086.25","61086.25","35254.55078125","35254.55078125","35254.55078125"
"19199","60891.5","60891.5","60891.5","31843.099609375","31843.099609375","31843.099609375","60972.046875","60972.046875","60972.046875","37376.5","37376.5","37376.5","61186.1484375","61186.1484375","61186.1484375","35073.25","35073.25","35073.25"
"19229","60981.59765625","60981.59765625","60981.59765625","31681.599609375","31681.599609375","31681.599609375","60973.19921875","60973.19921875","60973.19921875","37443.30078125","37443.30078125","37443.30078125","61049.6484375","61049.6484375","61049.6484375","35261.44921875","35261.44921875","35261.44921875"
"19259","60922.94921875","60922.94921875","60922.94921875","32024.6484375","32024.6484375","32024.6484375","61048.546875","61048.546875","61048.546875","37056.30078125","37056.30078125","37056.30078125","61103.796875","61103.796875","61103.796875","35078.34765625","35078.34765625","35078.34765625"
"19289","60926.1484375","60926.1484375","60926.1484375","32350.75","32350.75","32350.75","60853.546875","60853.546875","60853.546875","37209.8984375","37209.8984375","37209.8984375","61108.8984375","61108.8984375","61108.8984375","35326.3984375","35326.3984375","35326.3984375"
"19319","61053","61053","61053","32766.349609375","32766.349609375","32766.349609375","61077.3984375","61077.3984375","61077.3984375","37212.44921875","37212.44921875","37212.44921875","60955.8984375","60955.8984375","60955.8984375","35083.6484375","35083.6484375","35083.6484375"
"19349","60900.19921875","60900.19921875","60900.19921875","32449.298828125","32449.298828125","32449.298828125","60884.8984375","60884.8984375","60884.8984375","37361.75","37361.75","37361.75","61122.84765625","61122.84765625","61122.84765625","35386.1484375","35386.1484375","35386.1484375"
"19379","60958.796875","60958.796875","60958.796875","32570.6484375","32570.6484375","32570.6484375","61010.09765625","61010.09765625","61010.09765625","37386.1484375","37386.1484375","37386.1484375","61140.046875","61140.046875","61140.046875","35300.6484375","35300.6484375","35300.6484375"
"19409","61002.546875","61002.546875","61002.546875","31837.69921875","31837.69921875","31837.69921875","60927.59765625","60927.59765625","60927.59765625","36996.44921875","36996.44921875","36996.44921875","61125.6484375","61125.6484375","61125.6484375","35026.05078125","35026.05078125","35026.05078125"
"19439","60915.19921875","60915.19921875","60915.19921875","32189.798828125","32189.798828125","32189.798828125","60974.44921875","60974.44921875","60974.44921875","37230.94921875","37230.94921875","37230.94921875","61028.6484375","61028.6484375","61028.6484375","35206.3984375","35206.3984375","35206.3984375"
"19469","60983.546875","60983.546875","60983.546875","32277.6484375","32277.6484375","32277.6484375","61091.59765625","61091.59765625","61091.59765625","37240.80078125","37240.80078125","37240.80078125","61055.296875","61055.296875","61055.296875","35054.69921875","35054.69921875","35054.69921875"
"19499","60918.34765625","60918.34765625","60918.34765625","32564.099609375","32564.099609375","32564.099609375","60970.19921875","60970.19921875","60970.19921875","37362.8984375","37362.8984375","37362.8984375","60974.796875","60974.796875","60974.796875","35241.6484375","35241.6484375","35241.6484375"
"19529","61047.44921875","61047.44921875","61047.44921875","31367.8984375","31367.8984375","31367.8984375","60964.296875","60964.296875","60964.296875","37179.59765625","37179.59765625","37179.59765625","61212.25","61212.25","61212.25","35079.80078125","35079.80078125","35079.80078125"
"19559","60914.59765625","60914.59765625","60914.59765625","32657.5","32657.5","32657.5","61018.44921875","61018.44921875","61018.44921875","37480.05078125","37480.05078125","37480.05078125","61011.25","61011.25","61011.25","35299.84765625","35299.84765625","35299.84765625"
"19589","60868.8984375","60868.8984375","60868.8984375","32643.599609375","32643.599609375","32643.599609375","60944.5","60944.5","60944.5","37316.3984375","37316.3984375","37316.3984375","60943","60943","60943","35308.55078125","35308.55078125","35308.55078125"
"19619","61029.59765625","61029.59765625","61029.59765625","32269.44921875","32269.44921875","32269.44921875","60994.1484375","60994.1484375","60994.1484375","37146.69921875","37146.69921875","37146.69921875","61118.34765625","61118.34765625","61118.34765625","35170.3984375","35170.3984375","35170.3984375"
"19649","60710.1484375","60710.1484375","60710.1484375","32071.75","32071.75","32071.75","60871.19921875","60871.19921875","60871.19921875","37045.05078125","37045.05078125","37045.05078125","61132.546875","61132.546875","61132.546875","35247.6484375","35247.6484375","35247.6484375"
"19679","60855.25","60855.25","60855.25","32836.30078125","32836.30078125","32836.30078125","60977.25","60977.25","60977.25","37382.6484375","37382.6484375","37382.6484375","61084.19921875","61084.19921875","61084.19921875","35561.25","35561.25","35561.25"
"19709","60818.84765625","60818.84765625","60818.84765625","32467.25","32467.25","32467.25","61038.546875","61038.546875","61038.546875","37310.09765625","37310.09765625","37310.09765625","61054.44921875","61054.44921875","61054.44921875","35199.19921875","35199.19921875","35199.19921875"
"19739","60865.09765625","60865.09765625","60865.09765625","32126.25","32126.25","32126.25","60897.34765625","60897.34765625","60897.34765625","37014.75","37014.75","37014.75","61175.046875","61175.046875","61175.046875","35219.6484375","35219.6484375","35219.6484375"
"19769","60734.8984375","60734.8984375","60734.8984375","32095.599609375","32095.599609375","32095.599609375","60840.546875","60840.546875","60840.546875","37286.94921875","37286.94921875","37286.94921875","60570.34765625","60570.34765625","60570.34765625","35134.1484375","35134.1484375","35134.1484375"
"19799","60866.6484375","60866.6484375","60866.6484375","32401.298828125","32401.298828125","32401.298828125","60985","60985","60985","37411.69921875","37411.69921875","37411.69921875","61120.6484375","61120.6484375","61120.6484375","35451.55078125","35451.55078125","35451.55078125"
"19829","61022.84765625","61022.84765625","61022.84765625","31874.849609375","31874.849609375","31874.849609375","61096.3984375","61096.3984375","61096.3984375","37082.34765625","37082.34765625","37082.34765625","60936.046875","60936.046875","60936.046875","35006.80078125","35006.80078125","35006.80078125"
"19859","60769.34765625","60769.34765625","60769.34765625","32410.25","32410.25","32410.25","61005.296875","61005.296875","61005.296875","37091","37091","37091","60908.296875","60908.296875","60908.296875","35698.5","35698.5","35698.5"
"19889","60914.84765625","60914.84765625","60914.84765625","32144.44921875","32144.44921875","32144.44921875","61031.6484375","61031.6484375","61031.6484375","37327.30078125","37327.30078125","37327.30078125","61170","61170","61170","35286.09765625","35286.09765625","35286.09765625"
"19919","61121.546875","61121.546875","61121.546875","32526.599609375","32526.599609375","32526.599609375","61080","61080","61080","37270.19921875","37270.19921875","37270.19921875","61232.09765625","61232.09765625","61232.09765625","35510.94921875","35510.94921875","35510.94921875"
